priority,accession_number,title,record_type,historical_theme,collection_name,people,object_date,donor,neighborhood,rights_status,observation_reasons,notes
low,SRM-2026-539,"Oval portrait photograph of B. Baldwin Dansby, early 20th century",Photograph,Portraiture and Community Memory,B. Baldwin Dansby Collection,B. Baldwin Dansby,early 20th century,,"Jackson, Mississippi","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 11.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-540,"Dr. B. Baldwin Dansby pictured with Dr. J. M. Boyce at Jackson College alumni celebration, undated",Photograph,African American Education,B. Baldwin Dansby Collection,B. Baldwin Dansby; J. M. Boyce,undated,,Jackson State University Campus,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 12.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-541,"Portrait photograph of Dr. B. Baldwin Dansby, undated",Photograph,Portraiture and Community Memory,B. Baldwin Dansby Collection,B. Baldwin Dansby,undated,,"Jackson, Mississippi","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 13.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-542,"Printed portrait reproduction of Dr. B. Baldwin Dansby, undated",Photograph,Portraiture and Community Memory,B. Baldwin Dansby Collection,B. Baldwin Dansby,undated,,"Jackson, Mississippi","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 14.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-544,"Portrait of Dr. B. Baldwin Dansby with glasses, undated",Photograph,Portraiture and Community Memory,B. Baldwin Dansby Collection,B. Baldwin Dansby,undated,,"Jackson, Mississippi","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 16.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-545,"Hinds County Educational Federal Credit Union certificate of appreciation for Dr. B. Baldwin Dansby, March 1975",Archive,Community and Professional Life,B. Baldwin Dansby Collection,B. Baldwin Dansby; Pearl M. Vincent,1975-03,,"Jackson, Mississippi","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 17.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-546,"Jackson State College Founders’ Day convocation program honoring Dr. B. Baldwin Dansby, October 24, 1971",Archive,African American Education,B. Baldwin Dansby Collection,B. Baldwin Dansby,1971-10-24,,Jackson State University Campus,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 18.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-547,"Biographical sketch of B. Baldwin Dansby, undated",Archive,African American Education,B. Baldwin Dansby Collection,B. Baldwin Dansby; Mamie E. Dansby,undated,,Jackson State University Campus,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 19.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-548,"General chemistry report-book used by B. Baldwin Dansby, March 4, 1902",Archive,African American Education,B. Baldwin Dansby Collection,B. Baldwin Dansby,1902-03-04,,"Atlanta, Georgia","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 20.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-549,"Tuberculosis educational picture-language binder, undated",Archive,Black Health and Medicine,B. Baldwin Dansby Collection,B. Baldwin Dansby,undated,,Jackson State University Campus,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 21.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-550,"Jackson College 1937 summer school binder, June 7 to July 10, 1937",Archive,African American Education,B. Baldwin Dansby Collection,B. Baldwin Dansby,1937-06-07/1937-07-10,,Jackson State University Campus,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 22.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-551,"Summary of recommendations on Negro education in Mississippi, undated",Archive,African American Education,B. Baldwin Dansby Collection,B. Baldwin Dansby; J. S. Vandiver,undated,,Statewide Mississippi,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 23.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-552,"Jackson State University Gold Retirement Card and National Retired Teachers Association membership card for Dr. B. B. Dansby, 1974",Artifact,Community and Professional Life,B. Baldwin Dansby Collection,B. Baldwin Dansby,1974,,"Jackson, Mississippi","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 24.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-553,"Prentiss Normal and Industrial Institute letter announcing honorary degree for B. B. Dansby, March 23, 1967",Archive,African American Education,B. Baldwin Dansby Collection,B. Baldwin Dansby; J. E. Johnson,1967-03-23,,"Prentiss, Mississippi","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 25.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-555,"B. B. Dansby acceptance letter for honorary Doctor of Humanities degree, March 28, 1967",Archive,African American Education,B. Baldwin Dansby Collection,B. Baldwin Dansby; J. E. Johnson,1967-03-28,,"Jackson, Mississippi","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 27.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-556,"B. B. Dansby travel letter concerning Hot Springs arrangements, undated",Archive,Community and Professional Life,B. Baldwin Dansby Collection,B. Baldwin Dansby; Ernest Harris,undated,,"Jackson, Mississippi","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 28.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-557,"Speech notes titled ""What contributions can education make for victory and freedom,"" undated",Archive,African American Education,B. Baldwin Dansby Collection,B. Baldwin Dansby,undated,,Statewide Mississippi,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 29.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-558,"Typed history of College Hill Baptist Church, undated",Archive,Faith And Community Life,B. Baldwin Dansby Collection,B. Baldwin Dansby; Mamie E. Dansby,undated,,West Jackson,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 30.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-559,"Frederick Hall piano recital program at Jackson College, undated",Archive,African American Education,B. Baldwin Dansby Collection,Frederick Hall; R. L. Johnson,undated,,Jackson State University Campus,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 31.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-560,Jackson College bulletin and announcements for the 1936-1937 session,Archive,African American Education,B. Baldwin Dansby Collection,B. Baldwin Dansby; Mamie E. Dansby,1936-1937,,Jackson State University Campus,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 32.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-561,"Group photograph in front of Barrett Hall at Jackson College, early 20th century",Photograph,African American Education,B. Baldwin Dansby Collection,unidentified students and faculty,early 20th century,,Jackson State University Campus,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 33.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-562,"Jackson College summer school bulletin and announcements, June-August 1940",Archive,African American Education,B. Baldwin Dansby Collection,B. Baldwin Dansby,1940-06-03/1940-08-10,,Jackson State University Campus,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 34.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-563,"Jackson College memorandum to the Mississippi legislature on state support, January 1936",Archive,African American Education,B. Baldwin Dansby Collection,B. Baldwin Dansby; H. L. White,1936-01,,Statewide Mississippi,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 35.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-564,"Jackson College senior grade sheet with B. B. Dansby signature, undated",Archive,African American Education,B. Baldwin Dansby Collection,B. Baldwin Dansby; H. T. Sampson,undated,,Jackson State University Campus,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 36.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-565,"Jackson College summer school convocation program, July 9, 1937",Archive,African American Education,B. Baldwin Dansby Collection,B. Baldwin Dansby; Frederick Divers,1937-07-09,,Jackson State University Campus,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 37.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-566,"Letter from C. E. Flagg applying to teach at Jackson College, July 24, 1937",Archive,African American Education,B. Baldwin Dansby Collection,B. Baldwin Dansby; C. E. Flagg,1937-07-24,,Jackson State University Campus,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 38.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-567,"Letter from Walter L. Smith applying for a summer teaching post, August 2, 1937",Archive,African American Education,B. Baldwin Dansby Collection,B. Baldwin Dansby; Walter L. Smith,1937-08-02,,Jackson State University Campus,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 39.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-568,"Jackson College transportation schedule to rural school, June-July 1937",Archive,African American Education,B. Baldwin Dansby Collection,G. M. Sample,1937-06-07/1937-07-10,,Jackson State University Campus,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 40.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-569,"Marked speech draft for graduation or school address, undated",Archive,African American Education,B. Baldwin Dansby Collection,B. Baldwin Dansby; Principal Moseley,undated,,Jackson State University Campus,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dansby.zip item 41.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-571,"Reproduction image labeled ""Civil War Soldiers,"" undated",Photograph,Military Service,Photograph Collection,unidentified Civil War soldiers,undated,,National,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Freedom Day Celebration 1991.zip item 2.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-572,"Portrait of James H. ""Pat"" Daugherty, MPH, undated",Photograph,Black Health and Medicine,Biographical and Civic History Collection,"James H. ""Pat"" Daugherty",undated,,National,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Freedom Day Celebration 1991.zip item 3.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-573,"Suitcase of hand-coloring materials and tailoring advertisement, undated",Artifact,Material Culture and Interpretation,Material Culture Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review, or commercial visual practice.
low,SRM-2026-574,"Millsaps College trustee certificate for Clarie C. Harvey, 1974",Archive,Civic Leadership,Biographical and Civic History Collection,Clarie C. Harvey,1974,,"Jackson, Mississippi","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Freedom Day Celebration 1991.zip item 5.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-576,"Honorary citizen certificate from Fort Worth, Texas, to Mrs. Martin Harvey Jr., September 6, 1972",Archive,Civic Leadership,Biographical and Civic History Collection,Mrs. Martin Harvey Jr.,1972-09-06,,"Jackson, Mississippi","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Freedom Day Celebration 1991.zip item 7.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-577,"Management Policy Seminar group photograph including Clarie Collins Harvey, 1965",Photograph,Community and Professional Life,Biographical and Civic History Collection,Clarie Collins Harvey,1965,,National,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Freedom Day Celebration 1991.zip item 8.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-579,"Clarie Collins Harvey at the World Without the Bomb Peace Conference, Accra, Ghana, 1962",Photograph,Civic Leadership,Biographical and Civic History Collection,Clarie Collins Harvey; Frances B. Herring; Selma Sparks; Nancy Mamis,1962,,"Accra, Ghana","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Freedom Day Celebration 1991.zip item 10.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-580,"Jackson Fire Department memo and photograph of Black recruit trainees, November-December 1974",Archive,Community and Professional Life,Civic Leadership Collection,Vincent C. Allen; Bernard Anderson; Willie Lee Jackson; Robert Earl Jones,1974-11-25/1974-12-02,,"Jackson, Mississippi","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Freedom Day Celebration 1991.zip item 11.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-581,"Spelman College Bachelor of Arts diploma for Emma Clarie Collins, June 9, 1937",Archive,African American Education,Biographical and Civic History Collection,Emma Clarie Collins,1937-06-09,,"Atlanta, Georgia","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Freedom Day Celebration 1991.zip item 12.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-582,"Farish Street YMCA group en route to youth conference, undated",Photograph,Community and Professional Life,Farish Street Business District Collection,unidentified YMCA group,undated,,Farish Street,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Freedom Day Celebration 1991.zip item 13.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-583,"Jackson Advocate 1985 People’s Choice Award for Clarie C. Harvey, November 16, 1985",Archive,Civic Leadership,Biographical and Civic History Collection,Clarie C. Harvey,1985-11-16,,"Jackson, Mississippi","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Freedom Day Celebration 1991.zip item 14.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-584,"Man seated with infant child, undated",Photograph,Family And Local Life,Photograph Collection,unidentified man; unidentified child,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Freedom Day Celebration 1991.zip item 15.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-586,"Freedom Day Celebration in Jackson, 1991",Photograph,Civic Leadership,Civic Leadership Collection,unidentified Freedom Day participants,1991,,"Jackson, Mississippi","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Freedom Day Celebration 1991.zip item 17.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-587,"National Council of Negro Women Jackson Section public forum program, February 19, 1984",Archive,Civic Leadership,Civic Leadership Collection,"National Council of Negro Women, Jackson Section",1984-02-19,,Downtown Jackson,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Freedom Day Celebration 1991.zip item 18.png on 2026-07-29. Metadata drawn from visual review of the image on July 29, 2026."
low,SRM-2026-589,"Bullet-form pencil and brass pencil holder, undated",Artifact,Material Culture and Interpretation,Dr. S. D. Redmond Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/1.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-590,"Miles Memorial College Bachelor of Arts diploma for Ruth C. Finch, June 3, 1936",Archive,African American Education,Dr. S. D. Redmond Collection,Ruth C. Finch,1936-06-03,,"Birmingham, Alabama","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/2.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-591,"State Teachers College Bachelor of Science diploma for Ruth Christian Finch, August 9, 1946",Archive,African American Education,Dr. S. D. Redmond Collection,Ruth Christian Finch,1946-08-09,,"Montgomery, Alabama","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/3.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-593,"Alabama State College for Negroes Master of Education diploma for Ruth Christian Finch, August 10, 1951",Archive,African American Education,Dr. S. D. Redmond Collection,Ruth Christian Finch,1951-08-10,,"Montgomery, Alabama","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/5.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-594,"Graduation portrait of Ruth C. Finch, undated",Photograph,Portraiture and Community Memory,Dr. S. D. Redmond Collection,Ruth C. Finch,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/6.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-595,"Pair of worn leather shoes, undated",Artifact,Material Culture and Interpretation,Dr. S. D. Redmond Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/7.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-597,"Decorative floral metal tin with lid, undated",Artifact,Material Culture and Interpretation,Dr. S. D. Redmond Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/9.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-598,"Typed and handwritten manuscript pages, undated",Archive,Community and Professional Life,Dr. S. D. Redmond Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/10.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-599,"Typewritten correspondence page, undated",Archive,Community and Professional Life,Dr. S. D. Redmond Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/11.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-600,"Document file cover or wrapper, undated",Archive,Community and Professional Life,Dr. S. D. Redmond Collection,M. A. Lewis Jr.,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/12.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-601,"Handwritten notes on lined paper, undated",Archive,Community and Professional Life,Dr. S. D. Redmond Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/13.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-602,"Handwritten draft page with corrections, undated",Archive,Community and Professional Life,Dr. S. D. Redmond Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/14.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-603,"Typed draft with handwritten notes, undated",Archive,Community and Professional Life,Dr. S. D. Redmond Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/15.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-604,"Typed program or verse sheet, undated",Archive,Community and Professional Life,Dr. S. D. Redmond Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/16.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-605,"Handwritten notes on folded paper, undated",Archive,Community and Professional Life,Dr. S. D. Redmond Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/17.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-606,"Addressed folded note or envelope, undated",Archive,Community and Professional Life,Dr. S. D. Redmond Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/18.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-607,"Typed letter on creased paper, undated",Archive,Community and Professional Life,Dr. S. D. Redmond Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/19.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-608,"Typed single-page letter, undated",Archive,Community and Professional Life,Dr. S. D. Redmond Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/20.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-609,"Handwritten notebook page, undated",Archive,Community and Professional Life,Dr. S. D. Redmond Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/21.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-610,"Three handwritten note cards, undated",Archive,Community and Professional Life,Dr. S. D. Redmond Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/22.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-611,"Two handwritten note cards, undated",Archive,Community and Professional Life,Dr. S. D. Redmond Collection,,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/23.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-613,"Talladega College Athletic Association certificate for Charles J. Wilson, 1926-1927",Archive,African American Education,Dr. S. D. Redmond Collection,Charles J. Wilson,1926-1927,,"Talladega, Alabama","Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/25.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-616,"Y.W.C.A. cooking class from Smith Robertson School, undated",Photograph,African American Education,Dr. S. D. Redmond Collection,Lillie Bell Jones; Y.W.C.A. cooking class students,undated,,Smith Robertson Campus,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/28.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
low,SRM-2026-618,"Classroom scene with children seated at a table, undated",Photograph,African American Education,Dr. S. D. Redmond Collection,unidentified children,undated,,Geographies To Be Confirmed,"Rights reserved, contact Smith Robertson",Missing donor; Condition still marked Needs Review; Status still marked Needs Review,"Imported from /Users/Birittany/Downloads/Dr S D Redmond/30.png on 2026-08-01. Metadata drawn from visual review of the image on August 1, 2026."
